Clusterid,ParentClusterid,ClusterName,Document Count
783,780,"copper, nsf format, shirley crenshaw, paribas, shirley",9
784,780,"vince, shirley crenshaw, kaminski, original message, vince kaminski",13
785,785,"vince, copper, kaminski, new economy, nsf format",1
786,785,"vince, nsf format, alex ulitsky, gould, houston energy association",8
787,785,"internet explorer, copper, ehronline, vince, direct deposit account information",7
788,785,"vince, nsf format, new economy, gdp growth, gordon",15
789,789,"nsf format, kaminski, piotr, vince, gould",1
790,789,"nsf format, kaminski, two powerpoint presentations, financial services, vince",32
791,791,"vince, nsf format, diebold, magazine, shirley crenshaw",1
792,791,"vince, nsf format, houston energy association, magazine, diebold",13
793,791,"nsf format, francis, corporate bonds, shirley crenshaw, ted murphy",5
794,791,"vince, lloyd spencer, curious whether, nsf format, esteem",7
795,795,"listserv, math majors, vince, vicky windsor, career center",1
796,795,"math majors, vince, listserv, permanent residence, nsf format",33
797,797,"houston, nsf format, roman, westin oaks, vince",1
798,797,"vince, nsf format, houston, reprint, original message",12
799,797,"houston, vince, nsf format, last april, original message",14
800,797,"roman, new york, houston, nsf format, credit derivatives discussion group",12
801,797,"nsf format, martin, harvard, new york, credit derivatives discussion group",10
802,802,"vince, nsf format, kaminski, shirley crenshaw, cell telephone",1
803,802,"nsf format, vince, shirley crenshaw, vince kaminski, charles weldon",22
804,802,"vince, nsf format, indian institute, shirley crenshaw, arfsten",23
805,802,"vince, nsf format, lance cunningham, management bangalore, india",20
806,806,"nsf format, enron metals, original message, warranty, social science electronic publishing",1
807,806,"vince, christmas list, enron metals, matthew cooper, rice university",26
808,806,"nsf format, personal favor, fat tails, career opportunities, vince",14
809,806,"shirley crenshaw, nsf format, sandeep kohli, gas prices, nber paper",19
810,810,"nasset, nsf format, vol curve, breakthrough initiative, job description",1
811,810,"scott josey, jones center, paulo, economist intelligence unit, lucy ortiz",9
812,810,"nasset, nsf format, vol curve, validation data, electricity demand",13
813,810,"stinson gibner, kumi smedley, good afternoon, economist intelligence unit, jones center",11
814,810,"breakthrough initiative, meetings schedule, job description, vince, breakthrough initiative participant list",11
815,815,"vince, finansowej, kevin, technology, nsf format",1
816,815,"nsf format, decision support system, option market, chain management, breakthrough initiative",13
817,815,"nsf format, vince, technology, breakthrough initiative, risk management industry",15
818,815,"finansowej, wharton, operational risk, series, michelle vitrella",13
819,819,"option value, nsf format, operational risk, jaesoo lew, default rates",1
820,819,"kaminski, tanya tamarchenko, nsf format, default rates, wenyao jia",21
821,819,"trade bank, operational risk, vince, nsf format, washington university",24
822,822,"forward volatility, nsf format, monte carlo, risk management, houston",1
823,822,"deal tenor, network world, houston, curve, breakthrough initiative",27
824,822,"monte carlo, vince, ieee trans, chris strickland, yannis",21
825,825,"nsf format, vince, mike mcconnell, jason sokolov, gas cost increases perversely",1
826,825,"jason, nsf format, excel file, jinbaek kim, larry lawyer",18
827,825,"interest rates, nsf format, vince, vkaminski, james harris",17
828,825,"security double standard, nsf format, hector campos, tai woo, vince",12
829,829,"vince, subject information, nsf format, credit risk, william smith",1
830,829,"subject information, natural gas prices, energy market, lance, nsf format",11
831,829,"vince, credit risk, william smith, credit trading, nsf format",16
832,829,"vince, nsf format, subcontractor management, unscheduled repair, michael kim",15
833,829,"communication network, william smith, michael kim, wharton, nsf format",9
834,834,"vince, nsf format, option value, theta, benjamin parsons",1
835,834,"option value, theta, monte carlo simulation, european futures option, william smith",23
836,834,"vince, theta, interest rate differentials, nsf format, exchange rates",28
837,837,"matrix, nsf format, vince, steven leppard, correlation matrix",1
838,837,"anjam ahmad, risk management, steven leppard, zimin, credit risk",18
839,837,"matrix, anjam ahmad, dale surbey, curve, shirley crenshaw",15
840,840,"steven leppard, vince, nsf format, mcpherson college, anjam ahmad",1
841,840,"thomas, vince, dale surbey, steven leppard, anjam",31
842,842,"research group, derivatives, intranet site, anjam ahmad, nsf format",1
843,842,"research group, intranet site, anjam ahmad, risk management, derivatives",26
844,844,"anjam ahmad, anjam, enron poland, navroz patel, sven becker",1
845,844,"anjam ahmad, london, anjam, dale surbey, sven becker",28
846,846,"anjam ahmad, dale surbey, steve, stinson gibner, alex blair",1
847,846,"anjam ahmad, kate bruges, dale surbey, exchanges, vince",28
848,848,"exchanges, london research group, dale surbey, houston research opportunity, grant masson",1
849,848,"research group, houston, anjam ahmad, alex blair, stinson gibner",9
850,848,"exchanges, richard lewis, houston research opportunity, anjam ahmad, enron europe",7
851,848,"exchanges, london research group, price curve, karen tamlyn, nsf format",16
852,852,"dale surbey, internet email, michele, sophie kingsley, steve",1
853,852,"dale surbey, steve, michele, shirley crenshaw, nsf format",16
854,852,"steven leppard, dale surbey, steve, stinson gibner, rac london quants",9
855,852,"rac london quants, sophie kingsley, volatility, steve, official business",10
856,856,"steven leppard, stress testing, vince, sharad agnihotri, dale surbey",1
857,856,"steven leppard, stress testing, vince, shirley, nsf format",36
858,856,"steven leppard, vince, nsf format, dale surbey, sharad agnihotri",35
859,859,"nsf format, model, vince, deltaeps, enron communications",1
860,859,"model, nsf format, deltaeps, gross box office, iris mack",29
861,859,"stinson, american option, negative, enthusiastic customer group, dean kassmann",20
862,859,"enron communications, vasant, movie trading, deltaeps, scott salmon",16
863,859,"nsf format, rachel quirke, vasant shanbhogue, howard haughton, shirley crenshaw",16
864,859,"tani nath, karin, vasant shanbhogue, stephen, vince",31
865,859,"vince, nsf format, subcontractor management, information, water treatment",15
866,866,"public firm models, monte carlo simulation, nsf format, wharton, vince",1
867,866,"nsf format, vince, kaminski vince, wharton, bprime",51
868,866,"public firm models, stearns, data acquisition considerations, adequate communication, professor duffie yet",3
869,869,"nelson, nsf format, binorm, vince, conference call",1
870,869,"vince, nsf format, station power requirements, time quotes, kaminski vince",17
871,869,"vince, return und, binorm, kaminski, conference call",18
872,872,"factor loadings, kaminski vince, nsf format, original message, vince",1
873,872,"kaminski, enron credit, nsf format, credit risk, norman",18
874,872,"factor loadings, maureen, august board meeting, vince, market risk management",14
875,872,"yates, enron gas services, factor loadings process, debbie, factor loadings",8
876,876,"posting, trader, nsf format, volab, vince",1
877,876,"shirley, optype prem, vince, kaminski vince, london visit",14
878,876,"naveen, portfolio analysis, resource type, enron gas services, nsf format",13
879,876,"trader, forward curve, posting, trading strategy, data research",16
880,880,"vince, toshiba, volab, storage contracts, optype prem",1
881,880,"inventory, nsf format, enron corp, kaminski, stacey scrima",26
882,880,"toshiba, vince, kaminski vince, paolo, original message",21
883,883,"vince, dupont, kevin, enron corp, value euroopt",1
884,883,"vince, market maker, original message, mit sloan, sloan leadership conference",13
885,883,"operational risk, vince, laurent, enron corp, risk management",19
886,883,"georgia tech, advisory board, atlantic energy partners, assistant professor, nsf format",9
887,887,"nsf format, vince, pinnamaneni, shirley, sturgeon",1
888,887,"vince, christie, enron gas services, georgia tech, kaminski",23
889,887,"vice president, wincenty, sloan leadership conference, price volatility, pinnamaneni",18
890,890,"boltzmann model, option prices, boltzmann equation, monte carlo, prediction company",1
891,890,"boltzmann model, monte carlo, boltzmann equation, market monitoring, option prices fig",30
892,890,"prediction company, double retval, int opttype, quantitative research role, mario",15
893,893,"market power, nsf format, shirley, livelink, sandeep",1
894,893,"market power, vince, original message, nsf format, export performance",28
895,893,"vince, boltzmann model, double correl, actual case, double retval",26
896,896,"vince, kaminski, houston energy group, original message, boltzmann model",1
897,896,"boltzmann model, vince, differential cross sections, kaminski, reports",45
898,898,"houston energy group, edgar online, nsf format, cambridge energy research associates, two assets",1
899,898,"two assets, edgar online, houston energy group, cambridge energy research associates, european power",19
900,898,"energy market institute, ella blvd, vince, individual caucus groups, nsf format",17
901,898,"duffie, stanford, bauer college, energy committee, real options research",11
902,902,"two assets, network world, prem epsd, cambridge energy research associates, invoice",1
903,902,"prem epsd, two assets, environmental strategy, technical analysts, gas prices",24
904,902,"network world, david, energy club, double strike, nsf format",24
905,905,"kaminski, vince, nsf format, vince kaminski, static double",1
906,905,"american database, static double, heat rate heat content, telephone number, double strike",9
907,905,"regression model, static double, ben parsons, numerical recipes, kaminski",13
908,905,"vector, subscript range, int steps, industrial engineering, double matrix",8
909,905,"nsf format, vince, natural gas, haedicke, america electricity",11
910,905,"deborah, shirley, kaminski vince, natural gas options, crenshaw shirley",7
911,911,"kaminski vince, nsf format, vince, resource type, kaminski",1
912,911,"kaminski vince, nsf format, var models, retail electricity providers, time tools",6
913,911,"disability, kaminski vince, nsf format, resource type, vince",16
914,911,"nsf format, telephone number, vince, johnson, edmund gaither",14
915,911,"nsf format, kaminski vince, sigma, michael, best wishes",11
916,916,"vince, nsf format, credit risk, kaminski vince, microsoft smtpsvc",1
917,916,"transmission provider, transmission provider interconnection facilities, good utility practice, bank one, reasonable efforts reasonable efforts",11
918,916,"vince, futures prices, research group, nsf format, kaminski vince",19
919,916,"credit risk, kaminski vince, vince, happy holidays, energy suppliers",14
920,920,"operational risk, vince, nsf format, storage economics, derivatives",1
921,920,"charles river associates, vince, nsf format, balson, kaminski",23
922,920,"operational risk, derivatives, matrix, vince, nsf format",21
923,923,"vera apodaca, nsf format, wholesale electric quadrant, technical analysis, development charges",1
924,923,"kimberly watson, offsite, nsf format, development charges, technical analysis",18
925,923,"kimberly watson, development process, vera apodaca, kim watson, wholesale electric quadrant",18
926,923,"transwestern pipeline company, vera apodaca, tariff sheets, credit risk, kimberly watson",14
927,927,"feedback, reviewers, feedback form, performance management system, reviewer approval",1
928,927,"feedback, reviewers, feedback form, nsf format, fast rep",54
929,929,"feedback, reviewers, pep help desk, mgr research, nsf format",1
930,929,"feedback, meaningful feedback, feedback forms, performance management goals, performance management system",23
931,929,"martin, feedback, shirley crenshaw, stinson gibner, osman sezgen",9
932,929,"reviewers, nsf format, analyst prc, help desk, help desk representatives",12
933,929,"mgr research, probability, terrellyn parker, shirley crenshaw, nsf format",8
934,934,"feedback, vince, faculty system users, pep help desk, meaningful feedback",1
935,934,"feedback, vince, louise kitchen, nsf format, performance review services",16
936,934,"feedback, vince, review group, specific employee, performance management goals",20
937,934,"faculty system users, feedback, mgr research, course overview, administrative appointments",21
938,938,"ravi thuraisingham, vince kaminski, stinson gibner, caida, site cruise",1
939,938,"vince, edward krapels, weathereffects site cruise, site cruise, natural gas prices",64
940,940,"ravi thuraisingham, stinson gibner, enron communications, network world, nsf format",1
941,940,"stinson gibner, network world, ravi thuraisingham, vince kaminski, enron communications",61
942,942,"bandwidth trading, vince kaminski, vince, stinson, technical challenges",1
943,942,"technical challenges, stinson, nsf format, solution presentation, content delivery obligations",11
944,942,"vince, stinson, stinson gibner, enron communications, vince kaminski",13
945,942,"vince kaminski, vince, technical challenges, bandwidth trading, stinson gibner",15
946,942,"vince kaminski, vince, nsf format, shirley crenshaw, bandwidth trading",12
947,947,"cairn gas purchase bid, vince, nsf format, bytes, sandeep kohli",1
948,947,"cairn gas purchase bid, vince, several, eric groves, stinson gibner",19
949,947,"bytes, vince, vince kaminski, cairn gas purchase bid, masayuki fujita",27
950,947,"stinson gibner, nsf format, vince, gopalakrishnan subramaniam, masayuki fujita",19
951,951,"chief minister vilasrao deshmukh, seller, nsf format, stinson gibner, mseb chairman vinay bansal",1
952,951,"nsf format, sandeep kohli, lng facility, vince, stinson gibner",14
953,951,"seller, chief minister vilasrao deshmukh, mseb officials, majeure event, fuel consumption",28
954,951,"power minister suresh prabhu, chief minister vilasrao deshmukh, stinson gibner, every step, risk management",16
955,955,"vince, original message, darrell duffie, kaminski, stanford",1
956,955,"vince, power batch model, nsf format, stanford, darrell duffie",28
957,955,"duffie, interest rates, nsf format, merchant transmission, william balson",29
958,958,"delete organizer, nsf format, special table sections, options, interest rates",1
959,958,"natural gas business, table usersetup, nsf format, outlines history, carl ichan takeover attempt",3
960,958,"options, forward, eam desk, nsf format, dsm investment",6
961,958,"nsf format, table reminder, wide average rate, eam desk, ken rice",3
962,958,"nsf format, delete organizer, special table categories, table files, special table",6
963,958,"nsf format, delete organizer, special table book, debt risk premium, hedging model",8
964,958,"eam desk, options, nsf format, interest rates, wide average rate",8
965,965,"delete organizer, nsf format, special table sections, special table categories, ted murphy",1
966,965,"delete organizer, nsf format, special table categories, special table sections, special table",9
967,965,"nsf format, special table sections, special table categories, weekly meeting, option training class",5
968,965,"weekly meeting, nsf format, var issues, american staff, another unit",1
969,965,"special table sections, nsf format, weekly meeting, option training class, american staff",4
970,965,"nsf format, remi collonges, david port, special table sections, american staff",6
971,965,"nsf format, delete organizer, special table sections, table showthru, bill bradford",7
972,965,"delete organizer, weekly meeting, var issues, american staff, another unit",2
973,965,"nsf format, option training class, jose vasquez, special table categories, weekly meeting",4
974,974,"nsf format, delete organizer, special table sections, duffie, stanford",1
975,974,"duffie, darrell duffie, full version, stanford, nsf format",6
976,974,"delete organizer, special table sections, new risk financing products, form groups whose members, chicago mercantile exchange",4
977,974,"weekly meeting, special table sections, nsf format, delete organizer, scott tholan",5
978,974,"nsf format, delete organizer, special table sections, new lng orders, exmar purchase decision",10
979,974,"nsf format, bill bradford, ted murphy, special table, weekly meeting",6
980,974,"delete organizer, weekly meeting, fat tails, new build prices, new build costs",1
981,974,"nsf format, special table sections, delete organizer, special table categories, weekly meeting",4
982,982,"duffie, delete organizer, nsf format, darrell duffie, stanford",1
983,982,"table files, nsf format, web page, simple iid processes, delete organizer",2
984,982,"darrell duffie, duffie, full version, stanford, delete organizer",4
985,982,"delete organizer, special table categories, nsf format, web page, simple iid processes",2
986,982,"nsf format, delete organizer, special table categories, table showthru, special table",7
987,987,"nsf format, kevin moore, printer, probability, new color printer",1
988,987,"stinson gibner, vince, martin lin, helen evans, ravi thuraisingham",10
989,987,"printer, color printer, new color printer, stinson gibner, fred lagrasta",11
990,987,"vince, nsf format, stinson gibner, helen evans, probability",11
991,991,"vince, stiglitz, risk management, software exhibition, emission",1
992,991,"vince, emission, emission trading, enron north america, software exhibition",19
993,991,"risk management, stiglitz, emma wolfin, software exhibition, energy industry",20
994,994,"nsf format, gift certificate, supplier energy sales option, mid atlantic, mailto",1
995,994,"supplier energy sales option, supplier bundled rate, supplier option exercise notice, gift certificate, firm power sale",16
996,994,"rupee, nsf format, bermudan deal, request form, rthm price",9
997,994,"risk management, merry xmas, nsf format, stinson, new research",16
998,994,"nfactor, printer, credit markets group, color printer, lyn malina",9
999,999,"texas finance festival, masson, independent review, conference program, credit suisse first boston",1
1000,999,"research group, forward curve, texas finance festival, masson, model risk",12
1001,999,"quantitative methods, new research, prices, speaker confirmation, enron var process",16
1002,1002,"vince, nsf format, shirley crenshaw, jason, jason sokolov",1
1003,1002,"vince, nsf format, vasant, george smith, jason sokolov",15
1004,1002,"vince, nsf format, shirley crenshaw, research group, cyprus",15
1005,1005,"vince, nsf format, alex huang, shirley crenshaw, bombay",1
1006,1005,"nsf format, vice president, vince, new research, research group",19
1007,1005,"vince, nsf format, vasant, cera multimedia presentation, shirley crenshaw",15
1008,1008,"model risk, independent review, nsf format, america, weather derivatives",1
1009,1008,"forward forward volatility, natural gas, natural gas outlook, model risk, new version",16
1010,1008,"weather derivatives, independent review, nsf format, basis report, model approval",14
1011,1011,"congratulations, nsf format, vince, trang, bill cordes",1
1012,1011,"dinner club, beth perlman, many years, soooo gland, congratulations",3
1013,1011,"nsf format, futures contracts, vince, wti crude oil contract, beth perlman",9
1014,1011,"vince, wireless services, clayton, local network services, network access",5
1015,1011,"joe gold, vince, bill cordes, nsf format, wti crude oil contract",3
1016,1016,"nsf format, congratulations, financial times energy, vince, hector",1
1017,1016,"financial times energy, nsf format, congratulations, settlement high, brad mcsherry",11
1018,1016,"nsf format, last module, american databases, enron announcements, grant masson",4
1019,1016,"vince, nsf format, alex huang, barbara, klein",8
1020,1016,"congratulations, nsf format, active web sites, patricia tlapek, ted murphy",9
1021,1021,"vince, nsf format, shirley crenshaw, global risk management operations, risk management activities",1
1022,1021,"shirley crenshaw, corporate info technology, mgr info tech, nsf format, vince",11
1023,1021,"alexios kollaros, ted murphy, robert jones, risk management administration, stinson gibner",5
1024,1021,"case study, global risk management operations, price volatility, haynes, jim garven",7
1025,1021,"vince, shirley crenshaw, nsf format, roberts, wireless infrastructure",16
1026,1026,"operational risk, reference entity, incumbent, vince, clayton vernon",1
1027,1026,"bradley romine, vince, guest access, nsf format, stanford university",11
1028,1026,"operational risk, operational risks, reference entity, enterprise wide risk management, vince",23
1029,1026,"incumbent, vince, network engineering, enrononline, clayton vernon",8
1030,1030,"vince, nsf format, stinson gibner, natural gas, shirley crenshaw",1
1031,1030,"vince, nsf format, stinson gibner, julie, california",11
1032,1030,"vince, clayton vernon, kaminski, nsf format, california",19
1033,1030,"outside back cover, inside front cover, kind regards, wti crude prices, gary hickerson",1
1034,1034,"luncheon meeting, nsf format, vince, original message, oliver bennett",1
1035,1034,"luncheon meeting, jim garven, vince kaminski, vince, shelly jones",18
1036,1034,"vince, icf consulting, vasant shanbhogue, nsf format, real options",5
1037,1034,"luncheon meeting, oliver bennett, vince kaminski, nsf format, ravi thuraisingham",7
1038,1034,"luncheon meeting, carbon dioxide emissions, stinson, hector, fuel conditioning",9
1039,1039,"enron communications, vince, nsf format, shirley crenshaw, paula",1
1040,1039,"vince, nsf format, bryan seyfried, shirley crenshaw, william smith",19
1041,1039,"marie thibaut, nymex crude oil futures, real options, enron communications, two factor model",16
1042,1039,"enron communications, vince, industry structure, bryan seyfried, ronnie chahal",14
1043,1043,"maintenance, toner, nsf format, amounts quoted exclude taxes, luncheon meeting",1
1044,1043,"maintenance, toner, annual property tax, production color copier pricing, vasant",21
1045,1043,"daily, two factor model, asian options, nsf format, investor",27
1046,1046,"nsf format, vince, shirley crenshaw, james, stinson gibner",1
1047,1046,"enron intelligent network, risk report, joel hanley, management team, enron communications",11
1048,1046,"vince, shirley crenshaw, dear vince, income portfolios, project tim",8
1049,1046,"vince, shirley crenshaw, riskcare, stinson gibner, guest access",12
1050,1046,"nsf format, public bonds, enron employees, color copier information, next bid",9
1051,1046,"risk management, brochure, credit risk, real options group, european energy market",8
1052,1052,"vince, nsf format, new model, maintenance, shirley crenshaw",1
1053,1052,"humair, shirley crenshaw, vince, real options, charlene jackson",12
1054,1052,"maintenance, toner, risk management, production color copier pricing, charlie",15
1055,1052,"vince, new model, old model, nsf format, brochure",19
1056,1056,"network world, vince, nsf format, energy sector reform, experimental economics",1
1057,1056,"network world, bandwidth, nsf format, credit risk, denise pappalardo",10
1058,1056,"world bank, masson, vince, one semester, energy sector reform",12
1059,1059,"vince, curves, nsf format, martin, student finance association",1
1060,1059,"vince, nsf format, stinson gibner, vince last week, linda vargo",14
1061,1059,"martin, nsf format, martin lin, jim irvine, anand david",7
1062,1059,"weekly meeting, shirley crenshaw, zia akbar, great deal, enron research group",1
1063,1063,"vince, zimin, day rates, nsf format, kaminski",1
1064,1063,"vince, day rates, nsteps, nsf format, zimin",44
1065,1065,"vince, czym jest, rodney greene, real options, vince kaminski",1
1066,1065,"forward volatility, forward volatility curve, pricing substitute products, nsf format, risk management fax",16
1067,1065,"vince, czym jest, quantitative positions, vince kaminski, amy fitzpatrick",24
1068,1068,"vince, stinson, nsf format, stanford, stinson gibner",1
1069,1068,"stanford, response times, nsf format, conference, jenkins",26
1070,1068,"caida, vince, stanford, shirley crenshaw, stinson gibner",24
1071,1071,"vince, shirley crenshaw, enron, real options, nsf format",1
1072,1071,"vince, enron, shikhar, real options, shirley crenshaw",32
1073,1071,"value creation, new technologies, last year, good decisions, vince",12
1074,1074,"natural gas, power plant, energy prices, nsf format, pricing substitute products",1
1075,1074,"cera conference call, lsu graduate student association, commerce, present louisiana state university, multiple sclerosis",15
1076,1074,"power plant, nsf format, vince, real options, steven leppard",11
1077,1074,"nsf format, interest, elizabeth grant, mathematical finance, dale surbey",13
1078,1078,"forward volatility, nsf format, forward volatility curve, vince, bug patch alert",1
1079,1078,"forward volatility, operational risk, forward volatility curve, silica glass, enron communications",14
1080,1078,"vince, forward volatility, financial engineering associates, nsf format, world bank",18
1081,1081,"vince, hurricanes, forward volatility, vince kaminski, forward volatility curve",1
1082,1081,"vince kaminski, enron communications, vince, sycamore, stinson gibner",13
1083,1081,"hurricanes, forward volatility, forward volatility curve, enron corp, nsf format",16
1084,1084,"nsf format, shirley crenshaw, energy derivative courses, real options analysis, risk management",1
1085,1084,"vince, stinson gibner, mary weatherstone, shirley crenshaw, nsf format",20
1086,1084,"risk management, scott, kaminski, information, network world",14
1087,1087,"vince, network world, nsf format, european gas, forward curve",1
1088,1087,"european gas, vince, network world, stewart, european gas advisory service",11
1089,1087,"network world, first right, one brief comment, nsf format, williams",16
1090,1087,"network world, curve, benzene, vince, pam wilson",11
1091,1091,"vince, sender, nsf format, european gas, williams",1
1092,1091,"vince, media, data supplier, enron communications, feb ppi",12
1093,1091,"williams, prosrm capacity management system, oracle, revenue management science, new york",13
1094,1091,"network world, novell, vince, european gas, vadim pokhlebkin",15
1095,1095,"shirley crenshaw, clayton, dawn scovill, clayton vernon, davidson",1
1096,1095,"data supplier, nsf format, shirley crenshaw, seasonal ffvol, unit labor costs",29
1097,1097,"vince, energy software, network world, sender, nsf format",1
1098,1097,"network world, financial markets today, per terminal, vince, freemem pro",19
1099,1097,"energy software, network, network world, application service providers, shirley crenshaw",16
1100,1100,"technical challenges, vince kaminski, bandwidth trading, research group, public switched broadband network",1
1101,1100,"vince kaminski, bandwidth trading, public switched broadband network, technical challenges, research group",32
1102,1102,"vince, cantekin, nsf format, military duty, bandwidth trading",1
1103,1102,"summer internship, vince, baylor, thursday evening, friday evening dinner",3
1104,1102,"vince kaminski, seasonal ffvol, san antonio, baylor, traffic engineering model development",8
1105,1102,"sender, new york, london video conference, good morning vince, income today",2
1106,1102,"vince, vince kaminski, cantekin, nsf format, com address",6
1107,1102,"vince, cantekin, military duty, nsf format, vasant shanbhogue",5
1108,1108,"vince, technical challenges, texas finance festival, nsf format, invoice",1
1109,1108,"vince kaminski, bandwidth trading, stochastic differential equations, network planning, traffic engineering model development",3
1110,1108,"vince, energy derivatives courses, shirley crenshaw, public switched broadband network, nsf format",10
1111,1108,"texas finance festival, josh stiles, grant masson, conference room space limitations, data supplier",3
1112,1108,"denmark, reservoir storage, data supplier, zimin, three modeling technologies",4
1113,1108,"texas finance festival, zimin, houston, invoice, registration form",7
1114,1114,"enron communications, vince, shirley crenshaw, nsf format, darden case study",1
1115,1114,"enron communications, vince, darden case study, sherri sera, professors bruner",7
1116,1116,"enron communications, nsf format, two teaching case, two case projects, attractive case possibilities",1
1117,1116,"enron communications, vince, john tyler professor, new multimedia format, research group",8
1118,1116,"com address, internet mail, com email notification, future internet communications, senders",1
1119,1116,"energy derivatives, chris strickland, enron communications, internet traffic, internet mail",1
1120,1120,"nsf format, real options course feedback, vince, term models, ppi index",1
1121,1120,"term models, real options course feedback, ppi index, sheridan titman, vince",10
1122,1120,"rpi model, salt beds, houston visit, potential expansions, texaco",6
1123,1120,"shirley crenshaw, vince, shirley, europe congress, nsf format",9
1124,1124,"vince, masayuki fujita, weather derivatives, sophisticated risk management, brazos river",1
1125,1124,"vince, zimin, stinson, masayuki fujita, mitsubishi research institute",8
1126,1124,"ravi thuraisingham, nsf format, george wasaff, jerry sellers, scott yeager",4
1127,1124,"masayuki fujita, sender, long term model, energy price risk, nsf format",8
1128,1124,"weather derivatives, vince, salal, random variables, registration form",9
1129,1129,"weather derivatives, jason sokolov, vince, germany, data supplier",1
1130,1129,"germany, information risk management, jason sokolov, nsf format, konstanz konstanz",8
1131,1129,"weather derivatives, chicago mercantile exchange, exchange first offered heat, form groups whose members, insurance products",10
1132,1129,"vince, tanya tamarchenko, josh stiles, funds pressure index, nsf format",11
1133,1133,"vince, vertical hubs, weather derivatives, pjm market participants, market trials",1
1134,1133,"vertical hubs, vince, new york, weather derivatives, margaret carson",16
1135,1133,"vince, nsf format, shirley crenshaw, job spec, brief topic",13
1136,1136,"vince, enron communications, pricing, nsf format, suppliers",1
1137,1136,"enron communications, vince, nsf format, stinson gibner, six months",26
1138,1138,"vertical hubs, talon, instant messaging, network world, pricing",1
1139,1138,"electric power assets, instant messaging, core benefits, network world, individual sender",6
1140,1138,"talon, vertical hubs, weather derivatives, enron share price, data supplier",10
1141,1138,"shirley crenshaw, thursday staff meeting, vicky windsor, masayuki fujita, nsf format",12
1142,1142,"nsf format, edith terry, scott tholan, francis, shirley crenshaw",1
1143,1142,"stinson, edith terry, nsf format, stinson gibner, numerical methods",18
1144,1142,"trading, market participants, vince, data supplier, central limit theorem",10
1145,1145,"stiglitz, nsf format, nick mooney, shirley crenshaw, video conference",1
1146,1145,"sender, rdi user conf, new york, private firms, vadim pokhlebkin",5
1147,1145,"nick mooney, shirley crenshaw, vasant shanbhogue, william smith, weather derivative pricing",9
1148,1145,"clayton vernon, europe utilities analyst, two back, shirley crenshaw, missing chairs",5
1149,1145,"stiglitz, excess profits, stolen chairs, ten technical indictors, summer internship",9
1150,1145,"vince, reservoir storage, technical analysts, historical correlation matrix, excess profits",7
1151,1151,"network world, vince, asset price, nsf format, stock price",1
1152,1151,"network world, helen burden, fred lagrasta, nsf format, trumpington street",7
1153,1151,"daily average temperature, suitable stochastic differential equation, mathematics called chaos theory, random time series, temperature related contracts",11
1154,1151,"vince, asset price, real options, cambridge, network world",18
1155,1155,"vince, nsf format, real options, real options conference, stinson gibner",1
1156,1155,"whitepaper download, trumpington street, vince, real options, natural resource investments",5
1157,1155,"masson, nsf format, career opportunity, duke relating, delainey presentation",3
1158,1155,"america, europe, continent, first quarter performance, broadband distribution network",3
1159,1155,"trumpington street, stinson, different, price simulation, real options",7
1160,1155,"shirley crenshaw, nsf format, diffusion spot price process, vasant shanbhogue, country rating system",8
1161,1155,"edge risk measurement tools, full requirements, remaining commodity position, option pricing using non, appropriate stochastic processes",1
1162,1162,"vince, nsf format, amy aldous, power market products, larissa sharma",1
1163,1162,"storage model, energy derivatives conference, vince, shirley crenshaw, nsf format",13
1164,1162,"business, energy derivatives conference, risk premium, risk analysis, nsf format",10
1165,1162,"real options, moscow state university, rick carson, site generation, term physical natural gas",5
1166,1162,"vince, existing products functionality, power risk management magazine, nsf format, forward start",5
1167,1167,"vince, nsf format, osman, amyn saleh, real options seminar",1
1168,1167,"nsf format, laura luce, harry arora, grant masson, research interests",7
1169,1167,"vince, osman, stinson gibner, nsf format, norberto valdes",10
1170,1167,"physics, shirley crenshaw, clayton vernon, william smith, times work",5
1171,1167,"grant masson, vince, osman, amyn saleh, shirley crenshaw",7
1172,1167,"natural gas, health care data processing, real options, technical internship, industrial engineering honor society",4
1173,1167,"vince, real options conference, shirley crenshaw, residence hall students, suitable title",4
1174,1174,"shirley crenshaw, research group, stinson gibner, nsf format, real options",1
1175,1174,"network world, physics, osman sezgen, shirley crenshaw, breese",8
1176,1174,"aga storage report, vice president, gpg exec, ene europe, research link",12
1177,1174,"stinson gibner, real options, network world, latency, research group",16
1178,1178,"nsf format, investment, natural gas, houston, information risk management",1
1179,1178,"foreign exchange, rochester partnership, vince, mexico, steven leppard",10
1180,1178,"real options, municipal bonds, economist article, investment, current munis avaiable",10
1181,1178,"houston, vince, ruwan, personal commitments, information risk management",9
1182,1178,"current munis avaiable, wonderful morning, investment decisions, kevin moore, julie haviland",1
1183,1183,"nsf format, information risk management, investment, real options, houston",1
1184,1183,"weather derivatives, houston, stinson gibner, anjam ahmad, nsf format",19
1185,1183,"information risk management, printer, nsf format, exotica, stinson gibner",13
1186,1186,"azurix, real options, nsf format, equity risk premium, stinson gibner",1
1187,1186,"investment, optimal exercise policy, three centuries, real options approach, dale surbey",6
1188,1186,"real options, william smith, personal office, sheridan titman, tech delivery",7
1189,1186,"real options, azurix, phil coggan, nsf format, sheridan titman",11
1190,1190,"vince, nsf format, stinson gibner, joe mccauley, real options openings",1
